NomStructure ; TypeStructure ; AdresseStructure ; CodePostalStructure ; VilleStructure ; PaysStructure ; NomService ; SujetStage ; DateDebutStage ; DateFinStage ; OrigineStage ; CodePostalEtudiant ; VilleEtudiant ; LibelleEtape ; FonctionsEtTaches ; Details ; Annee 
 SIFRAME ; Entreprise privée ; ERDETTA  ; 20221 ; SANTA MARIA POGGIO  ; FRANCE ; DEVELOPPEMENT  ; Développement Logiciel Back End/outils WEB ;03/01/2022;31/05/2022; candidature spontané ; 87400 ; LA GENEYTOUSE ; MASTER-1-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Travailler en collaboration avec l'équipe développement et des opérations afin de repenser certains outils web actuels.Optimiser l’esthétique, la navigation et l’ergonomie de certains outils dans l’optique d’améliorer l’expérience client.Créer, tester et développer de nouvelles fonctionnalités a ; Faire évoluer des outils existants et/ou créer de nouveaux outils pour faciliter les différentes tâches de l’équipe. Le stagiaire aura beaucoup d’autonomie, et devra être capable de communiquer sur la progression de ses projets. Environnement du stage : • Poste dynamique• Equipe et projets à taille humaine• Sens de l'entraide• Méthode agile (SCRUM) • Maitre de stage bienveillant, pédagogue mais compétent et exigeant ; 2021/2022 
 Università di Corsica Pasquale Paoli - UMR SPE 6134 ; Non connu ; Avenue Jean Nicoli BP 52 ; 20250 ; Corte ; France ; UMR SPE 6134 ; Stage Smart Ortu dans le cadre du deuxième semestre du master 2 Développeur Full stack Web et Mobile  ;03/01/2022;30/06/2022; candidature spontané ; 20250 ; CORTE ; MASTER-1-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Développer un premier prototype de Smart Ortu au centre culturel Animu à Portivechju.Proposer un document technique et financier accompagnant les futurs objectifs « Smart » de la commune.  ; La Partie 1 : Développement d’un prototype de pilotage pour le jardin du centre culturel Animu à Portivechju sur la plateforme Arduino. Ce prototype sera d’une part un outil de pilotage du jardin et d’autre part un outil pédagogique autour du Do It Your Self favorisant l’appropriation des technologies informatiques par toutes les générations.La partie 2 : Proposition d'un document technique et financier accompagnant les futurs objectifs « Smart » de la commune. Sur la partie technique, il est demandé: un état des lieux dans la recherche académique et l’identification des projets inspirants. Des propositions selon plusieurs scénarios adossés à un volet financier précis avec des exemples de produits. ; 2021/2022 
 inetum ; Entreprise privée ; 1 Rdpt du Général Eisenhower, 31100 Toulouse ; 31100 ; Toulouse ; france ;  ; SIVAC (Système Interministériel des Victimes d’Attentats et Catastrophes climatiques) ;17/01/2022;04/07/2022; réseau de connaissance ; 20218 ; morosaglia ; MASTER-1-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Analyste fonctionnelle ; analyse et cadrage des besoins fonctionnels de la maitrise d’ouvrageAccompagnement à la transformation AgileDéfinition de la solution fonctionnelle et coordination avec le Designer UX/UIRédaction des spécifications détailléesQualification des retours de recette clientDéfinition de la stratégie  ; 2021/2022 
 UMR CNRS SPE 6134 ; Non connu ; Université de Corse, Campus Grimaldi BP 52 ; 20250 ; Corte  ; FRANCE ; Equipe COMPA / projet SAPHIR ; Le sujet de stage de monsieur Doumbouya porte sur le développement d’application mobile et par extension de services pour la consultation de données Météo, issues de stations autonomes de la marque Barani. Il prolonge et étend le travail commencé en TP de Master M1DWFS. ;01/06/2023;30/07/2023; réponse à une offre de stage ; 20250 ; Haute Corse ; MASTER-1-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Ce stage doit terminer un projet de Master 1 DWFS. Le stagiaire doit analyser le problème à résoudre:-qualifier la qualité du backend existant et l'adapter aux besoins listés ci après-proposer et conduire une méthode de développement de l'application en détaillant les fonctionnalités proposées ; Thématique du stage :  Etude des évènements météorologiques extrêmesLe stage s'inscrit dans la thématique d'étude du projet SAPHIR: la prédiction du temps à haute résolutionà partir de données de capteurs (Sensor Augmented weather Prédictions at High Resolution). C'est un projet de recherche sur 4 ans visant à doter la Corse de moyens de prédictions des évenements météo extrêmes promus par le changement climatique, en vue de réduire leur impact. ; 2022/2023 
 UMR CNRS 6134 SPE, Université de Corse Pascal Paoli ; Association ; Campus Grimaldi, Bât. PPDB, BP 52 ; 20250 ; Corte ; France ;  UMR CNRS 6134 SPE ; Traitement  de données ;20/05/2024;30/07/2024; réseau de connaissance ; 20250 ; Corte ; MASTER-1-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Fouille de donnéesMise en forme de donnéestraitement de donnéestest de méthode d’intelligence artificielle ; Soutien aux travaux de doctorat de Ghnivera Comiti, l’objectif est la récupération et le traitement de données afin de définir un indicateur local de qualité de la vie.  ; 2023/2024 
 Mile Positioning Solutions ; Entreprise privée ; 1 avenue de Champfleury ; 69410 ; Champagne-au-Mont-d'Or ; France ; Recherche et Développement ; Stage développement Mobile - Android / iOS ;21/01/2019;28/06/2019; réponse à une offre de stage ; 69480 ; Anse ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Conception et réalisation de nouvelles applications mobiles (Android & iOS)Maintenance des applications existantesSuivi du projet avec le client ; Mile Positioning Solutions développe des applications mêlant positionnement géographique combiné à la puissance des données.Des solutions existent déjà, comme Runnin'City, qui est une application permettant à l'utilisateur de faire de la course à pied intelligemment en visitant la ville dans laquelle il se situe par le biais du GPS et d'un audioguide multilingue intégré. La maintenance du cette application rentre donc dans le stage ainsi que la création de nouvelles applications utilisant la même technologie, pour de nouveaux clients. ; 2018/2019 
 ECOMIZ ; Entreprise privée ; 20 Rue Jean-Baptiste Pigalle ; 75009 ; Paris ; France ; ECOMIZ ; Réalisation de module sur mesure sur le CMS Prestashop version 1.6 et 1.7 selon cahier des charges clients et projet en cours ;04/02/2019;31/07/2019; réponse à une offre de stage ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Analyse Technique selon cahier des charges, Conception et Programmation,  Organisation de test et recette,  Rédaction de document technique et fonctionnelle ; Technologies : PHP 5, Framework Symphony 3, CMS Prestashop, Base de données MySQL 5 ; 2018/2019 
 SAGES informatique ; Non connu ; 17 Le Domaine de Suartello ; 20090 ; Ajaccio ; France ; Equipe de développement produit ; Enrichissement  et exploitation du framework Zeendoc, outil de gestion éléctronique de document. ;31/01/2019;26/07/2019; réseau de connaissance ; 20090 ; Ajaccio ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Analayse des besoins,Developpement WebPréparation aux tests et à l'intégrationRédaction des documentations techniquesMaintenance corrective et évolutive.  ; Développement Web avec le framework Zeendoc. ; 2018/2019 
 Communauté d’agglomération du pays ajaccien ; Administration territoriale ; Rue Antoine SOLLACARO ; 20000 ; AJACCIO ; FRANCE ; DSIN / Service Informations Géographique ; La solution GeoCAPA est utilisée par plus de 130 agents de la ville d’Ajaccio/CAPA et sedoit de correspondre aux besoins des services opérationnels. Pour cela, il est souhaité dedévelopper une fonctionnalité de gestion des projets par utilisateur et la constitution decartographies personnalisées. L’utilisateur pourra ajouter et supprimer les couches de donnéesdisponibles dans le système d’information afin de sauvegarder et charger des projets. ;17/01/2019;16/07/2019; candidature spontané ; 20090 ; Ajaccio ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; • Sauvegarde et restitution d’un environnement de travail• Gestion des données créées par l’utilisateur via le plugin de dessin• Ajout de couches données issues des webservices du SIG• Barre de recherche des données, à charger, depuis le géocatalogue du SIG ; Dans le cadre du développement du SIG, la CAPA a mis en place une solution de type WebMapping de consultation et d’édition des données cartographique. Cette solution OpenSource est développée en interne et permet de répondre aux besoins d’accès ainsi qu’à la gestion des données géoréférencées. L’application fonctionne autour d’une vingtaine d’instances relatives aux compétences de la collectivité. La solution répond aux besoins de nombreux utilisateurs mais elle ne permet pas de définir les jeux de données que l’on souhaite afficher. Les versions de GeoCAPA sont préconfigurées avec des jeux de données de références ou métiers sans que l’utilisateur ne puisse personnaliser la configuration. Dans cadre de l’évolution de projet GeoCAPA, le SIG souhaite proposer une solution personnalisable. ; 2018/2019 
 AROBASE ; Entreprise privée ; 1 Avenue de la République ; 20250 ; CORTE ; FRANCE ; AROBASE ; Développement d'applications mobiles et sites mobiles ;16/01/2019;15/07/2019; réseau de connaissance ; 83130 ; La Garde ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Développeur ; Plusieurs projets de développement d'applications mobiles et sites mobiles ; 2018/2019 
 UMR SPE 6134 CNRS-Université de Corse ; Administration publique d'état ; Campus Grimaldi, BP 52 ; 20250 ; CORTE ; France ; Projet MoonFish ; Intégré dans le projet Po-feder MoonFish, le stagiaire aura pour objectif d’accompagner les différents développements informatiques du projet ;15/01/2019;14/06/2019; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Gestion et administration d’une base de donnéesRéalisation d’un outil sécurisé de consultation de la base de données et de saisie de donnéesCommunity manager du projetRéflexion sur la réalisation d’une interface graphique GUI de simulationPrise en main et étude d’utilisation des jupyter notebook ; MoonFish https://moonfish.universita.corsica/ichthyop  http://www.ichthyop.org/EwE https://ecopath.org/CMS Connectivity Modeling System (CMS) https://github.com/beatrixparis/connectivity-modeling-systemjupyter notebook https://jupyter.org/ ; 2018/2019 
 NANOU.GEA ; Entreprise privée ; Saline Ouest lot 200 ; 99 ; Boulaos ; Djibouti ; Service Developpement ; Développement d'une application mobile sur Android (ios optionnel) qui permet de gérer les différentes commandes  effectuées par les clients, ainsi que l'attribution des livraisons, en fonction des zones de livraison, a chaque livreurs. ;01/02/2019;31/07/2019; réponse à une offre de stage ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; -analysa technique selon le cahier des charges-développement front-end et back-end de l'application-optimisation de la base de données déjà disponible-organisation des tests et recettes ; Utilisation d'android studio, base de données SQL ou autre en fonction du cahier des charges. Firebase pourrait être inclus au projet. ; 2018/2019 
 Spot ; Entreprise privée ; 41 Rue Charles Laffitte ; 92200 ; Neuilly-sur-Seine ; France ; Service Informatique - Équipe Android ; Épaulé par le lead developer Android, je vais participer au perfectionnement de leur application mobile native Spot qui est développée 100% en Kotlin. Spot est un portefeuille de cryptomonnaies ainsi qu'un tracker de marché de celles-ci. ;21/01/2019;30/06/2019; réponse à une offre de stage ; 03110 ; Vendat ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; En tant que stagiaire développeur Android, je vais participer à la réflexion sur l’architecture, à l’intégration de nouvelles fonctionnalités, à l’interfaçage avec leur API et l’implémentation des designs. ; Spot est une startup spécialisée dans la blockchain qui développe des applications pour suivre le marché des cryptoactifs, trader et utiliser les protocoles décentralisés.Elle vient de clôturer une levée de fonds en seed.L’équipe est constituée de sept personnes et basée sur Paris. ; 2018/2019 
 Sitec ; Non connu ; Zone Industrielle du Vazzio ; 20090 ; Ajaccio ; France ; Développement et collectivités ; Développement Web ;21/01/2019;30/06/2019; réponse à une offre de stage ; 20246 ; San Gavino Di Tenda ; MASTER-2-INFORMATIQUE-PARCOURS-DEVELOPPEUR-FULL-STACK ; Développeur Développement PHP Symfony , création d'extension Wordpress et Webservices REST ; Développement php front-end , back-end et web service ; 2018/2019 
